#  L TT            EE            BB            TE            PP            PT            PE           
1099 1.2199855e+03 1.9806219e+01 9.1110799e-02 -7.0508295e+01 4.6116581e-09 1.5064935e-08 3.5313247e-07
1100 1.2217504e+03 1.9576131e+01 9.1142177e-02 -6.9917391e+01 4.6034205e-09 9.1909212e-09 3.4798089e-07
1101 1.2234454e+03 1.9349169e+01 9.1173138e-02 -6.9310286e+01 4.5952029e-09 3.6033150e-09 3.4281741e-07
1102 1.2250858e+03 1.9125540e+01 9.1203659e-02 -6.8688434e+01 4.5870050e-09 -1.6996953e-09 3.3764265e-07
1103 1.2266569e+03 1.8905302e+01 9.1233720e-02 -6.8051063e+01 4.5788268e-09 -6.7200876e-09 3.3245704e-07
1104 1.2281740e+03 1.8688512e+01 9.1263302e-02 -6.7399474e+01 4.5706683e-09 -1.1459840e-08 3.2726114e-07
1105 1.2296225e+03 1.8475156e+01 9.1292382e-02 -6.6733783e+01 4.5625306e-09 -1.5920932e-08 3.2205546e-07
1106 1.2310026e+03 1.8265364e+01 9.1320942e-02 -6.6054250e+01 4.5544113e-09 -2.0105335e-08 3.1684036e-07
1107 1.2323221e+03 1.8059196e+01 9.1348961e-02 -6.5361285e+01 4.5463116e-09 -2.4015033e-08 3.1161647e-07
1108 1.2335664e+03 1.7856711e+01 9.1376419e-02 -6.4655296e+01 4.5382314e-09 -2.7651997e-08 3.0638420e-07
1109 1.2347506e+03 1.7658042e+01 9.1403298e-02 -6.3936616e+01 4.5301705e-09 -3.1018208e-08 3.0114410e-07
1110 1.2358601e+03 1.7463172e+01 9.1429578e-02 -6.3205652e+01 4.5221291e-09 -3.4115646e-08 2.9589668e-07
1111 1.2369026e+03 1.7272236e+01 9.1455240e-02 -6.2462809e+01 4.5141080e-09 -3.6946291e-08 2.9064245e-07
1112 1.2378710e+03 1.7085145e+01 9.1480266e-02 -6.1708343e+01 4.5061051e-09 -3.9512107e-08 2.8538179e-07
1113 1.2387729e+03 1.6902106e+01 9.1504636e-02 -6.0942881e+01 4.4981214e-09 -4.1815084e-08 2.8011531e-07
1114 1.2396011e+03 1.6723180e+01 9.1528333e-02 -6.0166603e+01 4.4901569e-09 -4.3857190e-08 2.7484344e-07
1115 1.2403560e+03 1.6548277e+01 9.1551340e-02 -5.9379985e+01 4.4822115e-09 -4.5640412e-08 2.6956674e-07
1116 1.2410376e+03 1.6377606e+01 9.1573638e-02 -5.8583503e+01 4.4742862e-09 -4.7166728e-08 2.6428570e-07
1117 1.2416464e+03 1.6211079e+01 9.1595209e-02 -5.7777410e+01 4.4663788e-09 -4.8438100e-08 2.5900073e-07
1118 1.2421824e+03 1.6048831e+01 9.1616038e-02 -5.6962104e+01 4.4584904e-09 -4.9456520e-08 2.5371241e-07
1119 1.2426385e+03 1.5890922e+01 9.1636107e-02 -5.6138134e+01 4.4506219e-09 -5.0223968e-08 2.4842124e-07
1120 1.2430149e+03 1.5737266e+01 9.1655400e-02 -5.5305675e+01 4.4427712e-09 -5.0742401e-08 2.4312763e-07
1121 1.2433193e+03 1.5588071e+01 9.1673900e-02 -5.4465273e+01 4.4349393e-09 -5.1013816e-08 2.3783216e-07
1122 1.2435444e+03 1.5443250e+01 9.1691592e-02 -5.3617252e+01 4.4271262e-09 -5.1040177e-08 2.3253527e-07
1123 1.2436904e+03 1.5302866e+01 9.1708459e-02 -5.2762007e+01 4.4193327e-09 -5.0823480e-08 2.2723755e-07
1124 1.2437651e+03 1.5167054e+01 9.1724487e-02 -5.1899936e+01 4.4115569e-09 -5.0365685e-08 2.2193939e-07
1125 1.2437536e+03 1.5035728e+01 9.1739661e-02 -5.1031432e+01 4.4038006e-09 -4.9668779e-08 2.1664137e-07
1126 1.2436562e+03 1.4908950e+01 9.1753965e-02 -5.0157040e+01 4.3960619e-09 -4.8734723e-08 2.1134388e-07
1127 1.2434880e+03 1.4786783e+01 9.1767386e-02 -4.9277153e+01 4.3883416e-09 -4.7565513e-08 2.0604751e-07
1128 1.2432416e+03 1.4669290e+01 9.1779908e-02 -4.8392315e+01 4.3806407e-09 -4.6163123e-08 2.0075275e-07
1129 1.2429099e+03 1.4556460e+01 9.1791520e-02 -4.7502843e+01 4.3729572e-09 -4.4529516e-08 1.9546003e-07
1130 1.2425079e+03 1.4448281e+01 9.1802206e-02 -4.6609280e+01 4.3652930e-09 -4.2666690e-08 1.9016994e-07
1131 1.2420209e+03 1.4344817e+01 9.1811954e-02 -4.5712092e+01 4.3576461e-09 -4.0576606e-08 1.8488289e-07
1132 1.2414564e+03 1.4246133e+01 9.1820750e-02 -4.4811597e+01 4.3500173e-09 -3.8261242e-08 1.7959940e-07
1133 1.2408147e+03 1.4152218e+01 9.1828584e-02 -4.3908260e+01 4.3424078e-09 -3.5722589e-08 1.7432001e-07
1134 1.2400884e+03 1.4063063e+01 9.1835442e-02 -4.3002474e+01 4.3348153e-09 -3.2962611e-08 1.6904517e-07
1135 1.2392851e+03 1.3978657e+01 9.1841312e-02 -4.2094629e+01 4.3272419e-09 -2.9983293e-08 1.6377542e-07
1136 1.2384050e+03 1.3899067e+01 9.1846184e-02 -4.1185041e+01 4.3196849e-09 -2.6786601e-08 1.5851117e-07
1137 1.2374408e+03 1.3824282e+01 9.1850046e-02 -4.0274250e+01 4.3121474e-09 -2.3374526e-08 1.5325302e-07
1138 1.2364000e+03 1.3754294e+01 9.1852887e-02 -3.9362572e+01 4.3046268e-09 -1.9749035e-08 1.4800140e-07
1139 1.2352827e+03 1.3689096e+01 9.1854698e-02 -3.8450397e+01 4.2971250e-09 -1.5912111e-08 1.4275684e-07
1140 1.2340743e+03 1.3628752e+01 9.1855468e-02 -3.7538188e+01 4.2896400e-09 -1.1865725e-08 1.3751979e-07
1141 1.2327971e+03 1.3573182e+01 9.1855187e-02 -3.6626411e+01 4.2821737e-09 -7.6118608e-09 1.3229081e-07
1142 1.2314364e+03 1.3522451e+01 9.1853848e-02 -3.5715454e+01 4.2747251e-09 -3.1524915e-09 1.2707037e-07
1143 1.2299997e+03 1.3476552e+01 9.1851440e-02 -3.4805707e+01 4.2672931e-09 1.5104058e-09 1.2185893e-07
1144 1.2284796e+03 1.3435479e+01 9.1847956e-02 -3.3897634e+01 4.2598797e-09 6.3748537e-09 1.1665704e-07
1145 1.2268838e+03 1.3399225e+01 9.1843388e-02 -3.2991624e+01 4.2524828e-09 1.1438873e-08 1.1146515e-07
1146 1.2252122e+03 1.3367784e+01 9.1837728e-02 -3.2088141e+01 4.2451044e-09 1.6700491e-08 1.0628380e-07
1147 1.2234650e+03 1.3341149e+01 9.1830969e-02 -3.1187500e+01 4.2377433e-09 2.2157728e-08 1.0111346e-07
1148 1.2216348e+03 1.3319315e+01 9.1823105e-02 -3.0290091e+01 4.2303987e-09 2.7808606e-08 9.5954622e-08
1149 1.2197291e+03 1.3302202e+01 9.1814130e-02 -2.9396377e+01 4.2230723e-09 3.3651152e-08 9.0807803e-08
1150 1.2177480e+03 1.3289806e+01 9.1804037e-02 -2.8506673e+01 4.2157622e-09 3.9683378e-08 8.5673466e-08
1151 1.2156915e+03 1.3282195e+01 9.1792821e-02 -2.7621367e+01 4.2084703e-09 4.5903272e-08 8.0552134e-08
1152 1.2135597e+03 1.3279290e+01 9.1780479e-02 -2.6740906e+01 4.2011955e-09 5.2308586e-08 7.5444202e-08
1153 1.2113599e+03 1.3281088e+01 9.1767004e-02 -2.5865587e+01 4.1939369e-09 5.8897019e-08 7.0350063e-08
1154 1.2090774e+03 1.3287585e+01 9.1752394e-02 -2.4995782e+01 4.1866962e-09 6.5666294e-08 6.5270135e-08
1155 1.2067270e+03 1.3298629e+01 9.1736645e-02 -2.4131862e+01 4.1794726e-09 7.2614110e-08 6.0204811e-08
1156 1.2043012e+03 1.3314364e+01 9.1719754e-02 -2.3274273e+01 4.1722660e-09 7.9738176e-08 5.5154492e-08
1157 1.2018074e+03 1.3334640e+01 9.1701719e-02 -2.2423239e+01 4.1650753e-09 8.7036179e-08 5.0119567e-08
1158 1.1992457e+03 1.3359529e+01 9.1682537e-02 -2.1579279e+01 4.1579024e-09 9.4505865e-08 4.5100462e-08
1159 1.1966160e+03 1.3388878e+01 9.1662207e-02 -2.0742694e+01 4.1507464e-09 1.0214492e-07 4.0097566e-08
1160 1.1939182e+03 1.3422761e+01 9.1640728e-02 -1.9913780e+01 4.1436071e-09 1.0995106e-07 3.5111279e-08
1161 1.1911524e+03 1.3461102e+01 9.1618100e-02 -1.9092913e+01 4.1364836e-09 1.1792197e-07 3.0141999e-08
1162 1.1883259e+03 1.3503825e+01 9.1594322e-02 -1.8280315e+01 4.1293777e-09 1.2605539e-07 2.5190136e-08
1163 1.1854313e+03 1.3550928e+01 9.1569394e-02 -1.7476363e+01 4.1222885e-09 1.3434902e-07 2.0256086e-08
1164 1.1824758e+03 1.3602411e+01 9.1543319e-02 -1.6681431e+01 4.1152158e-09 1.4280055e-07 1.5340250e-08
1165 1.1794595e+03 1.3658126e+01 9.1516096e-02 -1.5895744e+01 4.1081597e-09 1.5140770e-07 1.0443029e-08
1166 1.1763748e+03 1.3718145e+01 9.1487728e-02 -1.5119680e+01 4.1011190e-09 1.6016814e-07 5.5648241e-09
1167 1.1732292e+03 1.3782321e+01 9.1458217e-02 -1.4353464e+01 4.0940958e-09 1.6907964e-07 7.0603920e-10
1168 1.1700225e+03 1.3850654e+01 9.1427566e-02 -1.3597474e+01 4.0870890e-09 1.7813989e-07 -4.1329267e-09
1169 1.1667621e+03 1.3923145e+01 9.1395779e-02 -1.2851939e+01 4.0800985e-09 1.8734658e-07 -8.9516724e-09
1170 1.1634404e+03 1.3999571e+01 9.1362858e-02 -1.2117162e+01 4.0731243e-09 1.9669744e-07 -1.3749797e-08
1171 1.1600649e+03 1.4080083e+01 9.1328808e-02 -1.1393521e+01 4.0661664e-09 2.0619015e-07 -1.8526899e-08
1172 1.1566353e+03 1.4164534e+01 9.1293634e-02 -1.0681172e+01 4.0592247e-09 2.1582244e-07 -2.3282577e-08
1173 1.1531517e+03 1.4252851e+01 9.1257341e-02 -9.9804960e+00 4.0522981e-09 2.2559197e-07 -2.8016427e-08
1174 1.1496139e+03 1.4345037e+01 9.1219935e-02 -9.2917611e+00 4.0453887e-09 2.3549652e-07 -3.2728054e-08
1175 1.1460218e+03 1.4441019e+01 9.1181420e-02 -8.6151628e+00 4.0384953e-09 2.4553377e-07 -3.7417054e-08
1176 1.1423826e+03 1.4540652e+01 9.1141805e-02 -7.9509716e+00 4.0316179e-09 2.5570141e-07 -4.2083026e-08
1177 1.1386964e+03 1.4643938e+01 9.1101094e-02 -7.2994139e+00 4.0247564e-09 2.6599717e-07 -4.6725568e-08
1178 1.1349555e+03 1.4750881e+01 9.1059297e-02 -6.6607543e+00 4.0179109e-09 2.7641874e-07 -5.1344280e-08
1179 1.1311747e+03 1.4861337e+01 9.1016420e-02 -6.0352283e+00 4.0110813e-09 2.8696384e-07 -5.5938760e-08
1180 1.1273464e+03 1.4975233e+01 9.0972471e-02 -5.4230871e+00 4.0042674e-09 2.9763017e-07 -6.0508607e-08
1181 1.1234704e+03 1.5092501e+01 9.0927460e-02 -4.8245531e+00 3.9974694e-09 3.0841545e-07 -6.5053420e-08
1182 1.1195541e+03 1.5213145e+01 9.0881393e-02 -4.2398271e+00 3.9906871e-09 3.1931737e-07 -6.9572798e-08
1183 1.1155974e+03 1.5337020e+01 9.0834282e-02 -3.6691415e+00 3.9839204e-09 3.3033365e-07 -7.4066340e-08
1184 1.1116000e+03 1.5464131e+01 9.0786136e-02 -3.1127032e+00 3.9771694e-09 3.4146199e-07 -7.8533644e-08
1185 1.1075618e+03 1.5594261e+01 9.0736963e-02 -2.5707353e+00 3.9704340e-09 3.5270010e-07 -8.2974310e-08
1186 1.1034828e+03 1.5727489e+01 9.0686775e-02 -2.0434540e+00 3.9637141e-09 3.6404569e-07 -8.7387936e-08
1187 1.0993700e+03 1.5863673e+01 9.0635583e-02 -1.5310656e+00 3.9570097e-09 3.7549647e-07 -9.1774121e-08
1188 1.0952235e+03 1.6002743e+01 9.0583396e-02 -1.0337245e+00 3.9503207e-09 3.8705015e-07 -9.6132464e-08
1189 1.0910430e+03 1.6144632e+01 9.0530227e-02 -5.5159344e-01 3.9436472e-09 3.9870443e-07 -1.0046256e-07
1190 1.0868209e+03 1.6289271e+01 9.0476087e-02 -8.4814079e-02 3.9369889e-09 4.1045702e-07 -1.0476402e-07
1191 1.0825794e+03 1.6436519e+01 9.0420987e-02 3.6646365e-01 3.9303460e-09 4.2230563e-07 -1.0903643e-07
1192 1.0783034e+03 1.6586382e+01 9.0364940e-02 8.0208128e-01 3.9237184e-09 4.3424796e-07 -1.1327939e-07
1193 1.0740003e+03 1.6738794e+01 9.0307958e-02 1.2219016e+00 3.9171068e-09 4.4628179e-07 -1.1749252e-07
1194 1.0696771e+03 1.6893537e+01 9.0250055e-02 1.6257641e+00 3.9105095e-09 4.5840470e-07 -1.2167539e-07
1195 1.0653264e+03 1.7050621e+01 9.0191242e-02 2.0135591e+00 3.9039273e-09 4.7061447e-07 -1.2582761e-07
1196 1.0609480e+03 1.7209977e+01 9.0131533e-02 2.3851832e+00 3.8973602e-09 4.8290879e-07 -1.2994878e-07
1197 1.0565491e+03 1.7371540e+01 9.0070942e-02 2.7405247e+00 3.8908081e-09 4.9528538e-07 -1.3403849e-07
1198 1.0521369e+03 1.7535095e+01 9.0009483e-02 3.0794927e+00 3.8842710e-09 5.0774194e-07 -1.3809636e-07
1199 1.0477039e+03 1.7700723e+01 8.9947168e-02 3.4018916e+00 3.8777487e-09 5.2027619e-07 -1.4212196e-07
1200 1.0432499e+03 1.7868212e+01 8.9884013e-02 3.7077621e+00 3.8712423e-09 5.3288595e-07 -1.4611495e-07
1201 1.0387821e+03 1.8037570e+01 8.9820032e-02 3.9968472e+00 3.8647498e-09 5.4556881e-07 -1.5007488e-07
1202 1.0343002e+03 1.8208659e+01 8.9755239e-02 4.2692633e+00 3.8582720e-09 5.5832316e-07 -1.5400156e-07
1203 1.0298040e+03 1.8381345e+01 8.9689649e-02 4.5248290e+00 3.8518090e-09 5.7114742e-07 -1.5789480e-07
1204 1.0253006e+03 1.8555714e+01 8.9623277e-02 4.7635846e+00 3.8453608e-09 5.8403998e-07 -1.6175441e-07
1205 1.0207823e+03 1.8731483e+01 8.9556139e-02 4.9854207e+00 3.8389280e-09 5.9699932e-07 -1.6558020e-07
1206 1.0162563e+03 1.8908738e+01 8.9488250e-02 5.1903753e+00 3.8325090e-09 6.1002371e-07 -1.6937196e-07
1207 1.0117223e+03 1.9087196e+01 8.9419625e-02 5.3784105e+00 3.8261045e-09 6.2311160e-07 -1.7312950e-07
1208 1.0071875e+03 1.9267018e+01 8.9350280e-02 5.5494135e+00 3.8197146e-09 6.3626142e-07 -1.7685263e-07
1209 1.0026515e+03 1.9447922e+01 8.9280231e-02 5.7034926e+00 3.8133392e-09 6.4947155e-07 -1.8054116e-07
1210 9.9810672e+02 1.9629921e+01 8.9209494e-02 5.8405322e+00 3.8069791e-09 6.6274056e-07 -1.8419494e-07
1211 9.9356025e+02 1.9812879e+01 8.9138086e-02 5.9607127e+00 3.8006325e-09 6.7606654e-07 -1.8781370e-07
1212 9.8901924e+02 1.9996738e+01 8.9066023e-02 6.0639902e+00 3.7943003e-09 6.8944805e-07 -1.9139727e-07
1213 9.8447600e+02 2.0181436e+01 8.8993322e-02 6.1503196e+00 3.7879833e-09 7.0288357e-07 -1.9494550e-07
1214 9.7993767e+02 2.0366913e+01 8.8919999e-02 6.2197288e+00 3.7816797e-09 7.1637134e-07 -1.9845814e-07
1215 9.7541140e+02 2.0552962e+01 8.8846071e-02 6.2723188e+00 3.7753903e-09 7.2990984e-07 -2.0193502e-07
1216 9.7088206e+02 2.0739595e+01 8.8771555e-02 6.3080406e+00 3.7691160e-09 7.4349766e-07 -2.0537600e-07
1217 9.6636421e+02 2.0926680e+01 8.8696469e-02 6.3269928e+00 3.7628550e-09 7.5713285e-07 -2.0878079e-07
1218 9.6185759e+02 2.1114156e+01 8.8620830e-02 6.3291980e+00 3.7566081e-09 7.7081398e-07 -2.1214924e-07
1219 9.5736191e+02 2.1301889e+01 8.8544655e-02 6.3146036e+00 3.7503761e-09 7.8453954e-07 -2.1548118e-07
1220 9.5286946e+02 2.1489820e+01 8.8467962e-02 6.2834527e+00 3.7441573e-09 7.9830776e-07 -2.1877638e-07
1221 9.4840225e+02 2.1677815e+01 8.8390769e-02 6.2355414e+00 3.7379524e-09 8.1211714e-07 -2.2203466e-07
1222 9.4393772e+02 2.1865889e+01 8.8313094e-02 6.1711104e+00 3.7317624e-09 8.2596626e-07 -2.2525589e-07
1223 9.3949787e+02 2.2053834e+01 8.8234954e-02 6.0902502e+00 3.7255854e-09 8.3985314e-07 -2.2843976e-07
1224 9.3506756e+02 2.2241665e+01 8.8156369e-02 5.9929761e+00 3.7194222e-09 8.5377639e-07 -2.3158614e-07
1225 9.3066139e+02 2.2429247e+01 8.8077355e-02 5.8795991e+00 3.7132738e-09 8.6773449e-07 -2.3469486e-07
1226 9.2627164e+02 2.2616523e+01 8.7997931e-02 5.7501318e+00 3.7071382e-09 8.8172567e-07 -2.3776567e-07
1227 9.2190546e+02 2.2803358e+01 8.7918117e-02 5.6046598e+00 3.7010172e-09 8.9574862e-07 -2.4079847e-07
1228 9.1756259e+02 2.2989767e+01 8.7837930e-02 5.4434904e+00 3.6949091e-09 9.0980133e-07 -2.4379294e-07
1229 9.1325017e+02 2.3175617e+01 8.7757389e-02 5.2666324e+00 3.6888155e-09 9.2388252e-07 -2.4674898e-07
1230 9.0896050e+02 2.3360849e+01 8.7676513e-02 5.0742418e+00 3.6827346e-09 9.3799038e-07 -2.4966634e-07
1231 9.0469332e+02 2.3545328e+01 8.7595320e-02 4.8663994e+00 3.6766672e-09 9.5212341e-07 -2.5254486e-07
1232 9.0045577e+02 2.3729071e+01 8.7513830e-02 4.6434073e+00 3.6706143e-09 9.6628026e-07 -2.5538440e-07
1233 8.9625502e+02 2.3911795e+01 8.7432061e-02 4.4051951e+00 3.6645740e-09 9.8045886e-07 -2.5818465e-07
1234 8.9207595e+02 2.4093589e+01 8.7350033e-02 4.1520626e+00 3.6585479e-09 9.9465797e-07 -2.6094550e-07
1235 8.8793314e+02 2.4274320e+01 8.7267765e-02 3.8840111e+00 3.6525340e-09 1.0088758e-06 -2.6366671e-07
1236 8.8381889e+02 2.4453928e+01 8.7185275e-02 3.6012637e+00 3.6465347e-09 1.0231110e-06 -2.6634817e-07
1237 8.7974039e+02 2.4632206e+01 8.7102583e-02 3.3039679e+00 3.6405478e-09 1.0373615e-06 -2.6898957e-07
1238 8.7569735e+02 2.4809242e+01 8.7019708e-02 2.9923444e+00 3.6345751e-09 1.0516262e-06 -2.7159080e-07
1239 8.7168954e+02 2.4984829e+01 8.6936670e-02 2.6665384e+00 3.6286148e-09 1.0659032e-06 -2.7415161e-07
1240 8.6771668e+02 2.5158908e+01 8.6853486e-02 2.3267681e+00 3.6226685e-09 1.0801912e-06 -2.7667191e-07
1241 8.6378595e+02 2.5331492e+01 8.6770178e-02 1.9732507e+00 3.6167353e-09 1.0944883e-06 -2.7915140e-07
1242 8.5989709e+02 2.5502448e+01 8.6686763e-02 1.6062022e+00 3.6108144e-09 1.1087929e-06 -2.8158989e-07
1243 8.5604244e+02 2.5671641e+01 8.6603261e-02 1.2257630e+00 3.6049074e-09 1.1231038e-06 -2.8398729e-07
1244 8.5222916e+02 2.5839087e+01 8.6519691e-02 8.3207267e-01 3.5990125e-09 1.1374188e-06 -2.8634327e-07
1245 8.4845702e+02 2.6004577e+01 8.6436072e-02 4.2547743e-01 3.5931315e-09 1.1517368e-06 -2.8865773e-07
1246 8.4473320e+02 2.6168200e+01 8.6352423e-02 6.1368028e-03 3.5872625e-09 1.1660558e-06 -2.9093043e-07
1247 8.4105002e+02 2.6329746e+01 8.6268764e-02 -4.2573139e-01 3.5814073e-09 1.1803748e-06 -2.9316126e-07
1248 8.3741469e+02 2.6489230e+01 8.6185112e-02 -8.6991783e-01 3.5755649e-09 1.1946917e-06 -2.9534993e-07
1249 8.3381955e+02 2.6646443e+01 8.6101488e-02 -1.3262143e+00 3.5697345e-09 1.2090048e-06 -2.9749625e-07
1250 8.3027920e+02 2.6801398e+01 8.6017908e-02 -1.7943837e+00 3.5639177e-09 1.2233131e-06 -2.9960013e-07
1251 8.2677857e+02 2.6954111e+01 8.5934393e-02 -2.2741629e+00 3.5581136e-09 1.2376141e-06 -3.0166130e-07
1252 8.2332483e+02 2.7104374e+01 8.5850960e-02 -2.7652683e+00 3.5523213e-09 1.2519048e-06 -3.0367976e-07
1253 8.1992513e+02 2.7252205e+01 8.5767628e-02 -3.2674200e+00 3.5465426e-09 1.2661822e-06 -3.0565564e-07
1254 8.1657179e+02 2.7397621e+01 8.5684415e-02 -3.7803538e+00 3.5407756e-09 1.2804422e-06 -3.0758880e-07
1255 8.1327198e+02 2.7540488e+01 8.5601339e-02 -4.3037765e+00 3.5350220e-09 1.2946819e-06 -3.0947939e-07
1256 8.1002544e+02 2.7680751e+01 8.5518417e-02 -4.8374258e+00 3.5292810e-09 1.3088978e-06 -3.1132742e-07
1257 8.0683192e+02 2.7818349e+01 8.5435668e-02 -5.3810308e+00 3.5235524e-09 1.3230861e-06 -3.1313284e-07
1258 8.0369119e+02 2.7953375e+01 8.5353108e-02 -5.9343159e+00 3.5178355e-09 1.3372436e-06 -3.1489568e-07
1259 8.0059556e+02 2.8085546e+01 8.5270756e-02 -6.4970116e+00 3.5121319e-09 1.3513671e-06 -3.1661607e-07
1260 7.9756709e+02 2.8215028e+01 8.5188627e-02 -7.0688454e+00 3.5064406e-09 1.3654528e-06 -3.1829392e-07
1261 7.9458326e+02 2.8341612e+01 8.5106740e-02 -7.6495544e+00 3.5007609e-09 1.3794972e-06 -3.1992925e-07
1262 7.9165870e+02 2.8465241e+01 8.5025109e-02 -8.2388681e+00 3.4950944e-09 1.3934974e-06 -3.2152220e-07
1263 7.8879318e+02 2.8585928e+01 8.4943753e-02 -8.8365232e+00 3.4894401e-09 1.4074496e-06 -3.2307267e-07
1264 7.8597906e+02 2.8703690e+01 8.4862686e-02 -9.4422343e+00 3.4837980e-09 1.4213505e-06 -3.2458077e-07
1265 7.8322355e+02 2.8818318e+01 8.4781924e-02 -1.0055717e+01 3.4781674e-09 1.4351962e-06 -3.2604640e-07
1266 7.8051901e+02 2.8929827e+01 8.4701484e-02 -1.0676652e+01 3.4725498e-09 1.4489838e-06 -3.2746970e-07
1267 7.7788010e+02 2.9038231e+01 8.4621380e-02 -1.1304747e+01 3.4669443e-09 1.4627099e-06 -3.2885069e-07
1268 7.7529918e+02 2.9143470e+01 8.4541627e-02 -1.1939691e+01 3.4613509e-09 1.4763708e-06 -3.3018932e-07
1269 7.7277607e+02 2.9245484e+01 8.4462241e-02 -1.2581174e+01 3.4557687e-09 1.4899629e-06 -3.3148560e-07
1270 7.7031056e+02 2.9344286e+01 8.4383235e-02 -1.3228929e+01 3.4501994e-09 1.5034833e-06 -3.3273968e-07
1271 7.6790248e+02 2.9439742e+01 8.4304623e-02 -1.3882573e+01 3.4446421e-09 1.5169282e-06 -3.3395147e-07
1272 7.6555907e+02 2.9531865e+01 8.4226420e-02 -1.4541929e+01 3.4390968e-09 1.5302943e-06 -3.3512106e-07
1273 7.6327273e+02 2.9620593e+01 8.4148638e-02 -1.5206527e+01 3.4335634e-09 1.5435780e-06 -3.3624839e-07
1274 7.6104255e+02 2.9705939e+01 8.4071291e-02 -1.5876191e+01 3.4280411e-09 1.5567758e-06 -3.3733349e-07
1275 7.5887578e+02 2.9787917e+01 8.3994393e-02 -1.6550527e+01 3.4225314e-09 1.5698847e-06 -3.3837647e-07
1276 7.5677005e+02 2.9866389e+01 8.3917955e-02 -1.7229285e+01 3.4170335e-09 1.5829011e-06 -3.3937733e-07
1277 7.5472519e+02 2.9941442e+01 8.3841989e-02 -1.7912145e+01 3.4115475e-09 1.5958213e-06 -3.4033604e-07
1278 7.5274106e+02 3.0012939e+01 8.3766508e-02 -1.8598713e+01 3.4060731e-09 1.6086423e-06 -3.4125268e-07
1279 7.5081751e+02 3.0080817e+01 8.3691523e-02 -1.9288817e+01 3.4006105e-09 1.6213602e-06 -3.4212719e-07
1280 7.4895515e+02 3.0145237e+01 8.3617046e-02 -1.9982062e+01 3.3951596e-09 1.6339719e-06 -3.4295969e-07
1281 7.4715384e+02 3.0205912e+01 8.3543087e-02 -2.0678204e+01 3.3897195e-09 1.6464736e-06 -3.4375008e-07
1282 7.4541344e+02 3.0263001e+01 8.3469657e-02 -2.1376850e+01 3.3842918e-09 1.6588622e-06 -3.4449849e-07
1283 7.4373385e+02 3.0316441e+01 8.3396767e-02 -2.2077755e+01 3.3788756e-09 1.6711344e-06 -3.4520495e-07
1284 7.4211493e+02 3.0366094e+01 8.3324426e-02 -2.2780528e+01 3.3734710e-09 1.6832864e-06 -3.4586940e-07
1285 7.4055732e+02 3.0412042e+01 8.3252644e-02 -2.3484924e+01 3.3680779e-09 1.6953150e-06 -3.4649194e-07
1286 7.3906016e+02 3.0454223e+01 8.3181431e-02 -2.4190627e+01 3.3626963e-09 1.7072166e-06 -3.4707252e-07
1287 7.3762410e+02 3.0492718e+01 8.3110795e-02 -2.4897318e+01 3.3573260e-09 1.7189880e-06 -3.4761124e-07
1288 7.3624829e+02 3.0527390e+01 8.3040746e-02 -2.5604608e+01 3.3519672e-09 1.7306255e-06 -3.4810804e-07
1289 7.3493264e+02 3.0558320e+01 8.2971291e-02 -2.6312179e+01 3.3466196e-09 1.7421259e-06 -3.4856302e-07
1290 7.3367855e+02 3.0585518e+01 8.2902440e-02 -2.7019789e+01 3.3412835e-09 1.7534855e-06 -3.4897612e-07
1291 7.3248444e+02 3.0608917e+01 8.2834198e-02 -2.7727047e+01 3.3359585e-09 1.7647012e-06 -3.4934745e-07
1292 7.3135024e+02 3.0628600e+01 8.2766575e-02 -2.8433711e+01 3.3306449e-09 1.7757692e-06 -3.4967694e-07
1293 7.3027587e+02 3.0644573e+01 8.2699578e-02 -2.9139318e+01 3.3253424e-09 1.7866864e-06 -3.4996471e-07
1294 7.2926200e+02 3.0656696e+01 8.2633212e-02 -2.9843773e+01 3.3200511e-09 1.7974491e-06 -3.5021070e-07
1295 7.2830635e+02 3.0665050e+01 8.2567486e-02 -3.0546612e+01 3.3147709e-09 1.8080542e-06 -3.5041499e-07
1296 7.2741034e+02 3.0669641e+01 8.2502405e-02 -3.1247594e+01 3.3095018e-09 1.8184978e-06 -3.5057755e-07
1297 7.2657243e+02 3.0670402e+01 8.2437975e-02 -3.1946403e+01 3.3042438e-09 1.8287769e-06 -3.5069846e-07
1298 7.2579331e+02 3.0667413e+01 8.2374202e-02 -3.2642723e+01 3.2989968e-09 1.8388878e-06 -3.5077768e-07
1299 7.2507145e+02 3.0660531e+01 8.2311091e-02 -3.3336312e+01 3.2937608e-09 1.8488273e-06 -3.5081530e-07
1300 7.2440680e+02 3.0649910e+01 8.2248648e-02 -3.4026780e+01 3.2885357e-09 1.8585916e-06 -3.5081127e-07
1301 7.2379935e+02 3.0635407e+01 8.2186877e-02 -3.4713963e+01 3.2833216e-09 1.8681794e-06 -3.5076575e-07
1302 7.2324834e+02 3.0617249e+01 8.2125783e-02 -3.5397409e+01 3.2781184e-09 1.8775949e-06 -3.5067897e-07
1303 7.2275303e+02 3.0595292e+01 8.2065370e-02 -3.6077041e+01 3.2729260e-09 1.8868450e-06 -3.5055140e-07
1304 7.2231269e+02 3.0569541e+01 8.2005642e-02 -3.6752410e+01 3.2677444e-09 1.8959355e-06 -3.5038333e-07
