#  L TT            EE            BB            TE            PP            PT            PE           
1305 7.2192882e+02 3.0540147e+01 8.1946602e-02 -3.7423365e+01 3.2625736e-09 1.9048733e-06 -3.5017522e-07
1306 7.2159848e+02 3.0507040e+01 8.1888255e-02 -3.8089529e+01 3.2574136e-09 1.9136643e-06 -3.4992737e-07
1307 7.2132242e+02 3.0470223e+01 8.1830603e-02 -3.8750678e+01 3.2522643e-09 1.9223153e-06 -3.4964025e-07
1308 7.2109993e+02 3.0429774e+01 8.1773648e-02 -3.9406582e+01 3.2471257e-09 1.9308323e-06 -3.4931413e-07
1309 7.2093030e+02 3.0385619e+01 8.1717394e-02 -4.0056943e+01 3.2419978e-09 1.9392220e-06 -3.4894949e-07
1310 7.2081208e+02 3.0337837e+01 8.1661842e-02 -4.0701382e+01 3.2368813e-09 1.9474909e-06 -3.4854671e-07
1311 7.2074606e+02 3.0286429e+01 8.1606995e-02 -4.1339821e+01 3.2317747e-09 1.9556445e-06 -3.4810604e-07
1312 7.2073080e+02 3.0231397e+01 8.1552854e-02 -4.1971884e+01 3.2266786e-09 1.9636900e-06 -3.4762797e-07
1313 7.2076560e+02 3.0172742e+01 8.1499420e-02 -4.2597266e+01 3.2215931e-09 1.9716332e-06 -3.4711281e-07
1314 7.2084977e+02 3.0110538e+01 8.1446694e-02 -4.3215889e+01 3.2165181e-09 1.9794810e-06 -3.4656102e-07
1315 7.2098263e+02 3.0044862e+01 8.1394677e-02 -4.3827298e+01 3.2114536e-09 1.9872393e-06 -3.4597289e-07
1316 7.2116350e+02 2.9975640e+01 8.1343368e-02 -4.4431414e+01 3.2063996e-09 1.9949149e-06 -3.4534888e-07
1317 7.2139171e+02 2.9903094e+01 8.1292769e-02 -4.5028005e+01 3.2013559e-09 2.0025137e-06 -3.4468930e-07
1318 7.2166657e+02 2.9827075e+01 8.1242879e-02 -4.5616766e+01 3.1963235e-09 2.0100428e-06 -3.4399463e-07
1319 7.2198743e+02 2.9747806e+01 8.1193697e-02 -4.6197466e+01 3.1913006e-09 2.0175079e-06 -3.4326514e-07
1320 7.2235288e+02 2.9665212e+01 8.1145222e-02 -4.6769948e+01 3.1862881e-09 2.0249152e-06 -3.4250120e-07
1321 7.2276300e+02 2.9579366e+01 8.1097453e-02 -4.7333903e+01 3.1812859e-09 2.0322717e-06 -3.4170327e-07
1322 7.2321713e+02 2.9490340e+01 8.1050388e-02 -4.7889174e+01 3.1762940e-09 2.0395832e-06 -3.4087166e-07
1323 7.2371313e+02 2.9398134e+01 8.1004025e-02 -4.8435526e+01 3.1713131e-09 2.0468569e-06 -3.4000685e-07
1324 7.2425111e+02 2.9302819e+01 8.0958363e-02 -4.8972725e+01 3.1663416e-09 2.0540983e-06 -3.3910912e-07
1325 7.2482968e+02 2.9204319e+01 8.0913397e-02 -4.9500535e+01 3.1613804e-09 2.0613139e-06 -3.3817882e-07
1326 7.2544819e+02 2.9102780e+01 8.0869127e-02 -5.0018796e+01 3.1564293e-09 2.0685104e-06 -3.3721644e-07
1327 7.2610601e+02 2.8998199e+01 8.0825547e-02 -5.0527345e+01 3.1514883e-09 2.0756938e-06 -3.3622225e-07
1328 7.2680176e+02 2.8890573e+01 8.0782655e-02 -5.1025870e+01 3.1465581e-09 2.0828711e-06 -3.3519676e-07
1329 7.2753408e+02 2.8780046e+01 8.0740446e-02 -5.1514207e+01 3.1416373e-09 2.0900480e-06 -3.3414024e-07
1330 7.2830309e+02 2.8666616e+01 8.0698917e-02 -5.1992267e+01 3.1367265e-09 2.0972309e-06 -3.3305305e-07
1331 7.2910740e+02 2.8550353e+01 8.0658062e-02 -5.2459810e+01 3.1318257e-09 2.1044266e-06 -3.3193565e-07
1332 7.2994494e+02 2.8431252e+01 8.0617876e-02 -5.2916670e+01 3.1269357e-09 2.1116414e-06 -3.3078842e-07
1333 7.3081656e+02 2.8309383e+01 8.0578355e-02 -5.3362679e+01 3.1220548e-09 2.1188811e-06 -3.2961163e-07
1334 7.3172017e+02 2.8184891e+01 8.0539492e-02 -5.3797596e+01 3.1171838e-09 2.1261526e-06 -3.2840577e-07
1335 7.3265442e+02 2.8057695e+01 8.0501282e-02 -5.4221252e+01 3.1123235e-09 2.1334625e-06 -3.2717121e-07
1336 7.3361945e+02 2.7927939e+01 8.0463717e-02 -5.4633627e+01 3.1074723e-09 2.1408162e-06 -3.2590822e-07
1337 7.3461317e+02 2.7795618e+01 8.0426792e-02 -5.5034475e+01 3.1026309e-09 2.1482209e-06 -3.2461729e-07
1338 7.3563573e+02 2.7660874e+01 8.0390499e-02 -5.5423699e+01 3.0978000e-09 2.1556830e-06 -3.2329880e-07
1339 7.3668505e+02 2.7523627e+01 8.0354832e-02 -5.5801054e+01 3.0929782e-09 2.1632081e-06 -3.2195302e-07
1340 7.3775979e+02 2.7384094e+01 8.0319781e-02 -5.6166515e+01 3.0881661e-09 2.1708032e-06 -3.2058043e-07
1341 7.3886012e+02 2.7242120e+01 8.0285340e-02 -5.6519906e+01 3.0833637e-09 2.1784744e-06 -3.1918134e-07
1342 7.3998395e+02 2.7097995e+01 8.0251500e-02 -5.6860980e+01 3.0785717e-09 2.1862286e-06 -3.1775624e-07
1343 7.4113070e+02 2.6951563e+01 8.0218252e-02 -5.7189783e+01 3.0737886e-09 2.1940715e-06 -3.1630539e-07
1344 7.4229832e+02 2.6803041e+01 8.0185588e-02 -5.7506064e+01 3.0690158e-09 2.2020100e-06 -3.1482926e-07
1345 7.4348696e+02 2.6652347e+01 8.0153498e-02 -5.7809719e+01 3.0642519e-09 2.2100496e-06 -3.1332809e-07
1346 7.4469456e+02 2.6499621e+01 8.0121973e-02 -5.8100642e+01 3.0594975e-09 2.2181975e-06 -3.1180239e-07
1347 7.4592056e+02 2.6344857e+01 8.0091004e-02 -5.8378729e+01 3.0547534e-09 2.2264601e-06 -3.1025254e-07
1348 7.4716288e+02 2.6188119e+01 8.0060579e-02 -5.8643798e+01 3.0500180e-09 2.2348429e-06 -3.0867879e-07
1349 7.4842172e+02 2.6029550e+01 8.0030689e-02 -5.8895741e+01 3.0452922e-09 2.2433531e-06 -3.0708164e-07
1350 7.4969502e+02 2.5869214e+01 8.0001324e-02 -5.9134673e+01 3.0405764e-09 2.2519971e-06 -3.0546147e-07
1351 7.5098221e+02 2.5707102e+01 7.9972472e-02 -5.9360483e+01 3.0358693e-09 2.2607772e-06 -3.0381850e-07
1352 7.5228207e+02 2.5543353e+01 7.9944123e-02 -5.9573064e+01 3.0311724e-09 2.2696846e-06 -3.0215307e-07
1353 7.5359556e+02 2.5377952e+01 7.9916265e-02 -5.9772456e+01 3.0264840e-09 2.2787056e-06 -3.0046522e-07
1354 7.5491405e+02 2.5211187e+01 7.9888887e-02 -5.9958624e+01 3.0218050e-09 2.2878271e-06 -2.9875510e-07
1355 7.5624816e+02 2.5042894e+01 7.9861978e-02 -6.0131458e+01 3.0171360e-09 2.2970369e-06 -2.9702295e-07
1356 7.5759074e+02 2.4873284e+01 7.9835525e-02 -6.0290994e+01 3.0124755e-09 2.3063211e-06 -2.9526883e-07
1357 7.5894204e+02 2.4702420e+01 7.9809517e-02 -6.0437195e+01 3.0078250e-09 2.3156673e-06 -2.9349295e-07
1358 7.6030230e+02 2.4530212e+01 7.9783941e-02 -6.0569946e+01 3.0031830e-09 2.3250615e-06 -2.9169536e-07
1359 7.6166437e+02 2.4356872e+01 7.9758785e-02 -6.0689355e+01 2.9985510e-09 2.3344920e-06 -2.8987633e-07
1360 7.6302849e+02 2.4182461e+01 7.9734037e-02 -6.0795232e+01 2.9939274e-09 2.3439448e-06 -2.8803592e-07
1361 7.6439493e+02 2.4006964e+01 7.9709684e-02 -6.0887607e+01 2.9893136e-09 2.3534074e-06 -2.8617435e-07
1362 7.6577137e+02 2.3830442e+01 7.9685713e-02 -6.0966511e+01 2.9847083e-09 2.3628660e-06 -2.8429165e-07
1363 7.6714322e+02 2.3653032e+01 7.9662112e-02 -6.1031825e+01 2.9801127e-09 2.3723087e-06 -2.8238811e-07
1364 7.6851816e+02 2.3474718e+01 7.9638866e-02 -6.1083649e+01 2.9755256e-09 2.3817216e-06 -2.8046378e-07
1365 7.6989646e+02 2.3295635e+01 7.9615965e-02 -6.1122011e+01 2.9709482e-09 2.3910922e-06 -2.7851888e-07
1366 7.7126351e+02 2.3115844e+01 7.9593393e-02 -6.1146861e+01 2.9663787e-09 2.4004067e-06 -2.7655345e-07
1367 7.7263443e+02 2.2935405e+01 7.9571139e-02 -6.1158224e+01 2.9618194e-09 2.4096531e-06 -2.7456776e-07
1368 7.7400205e+02 2.2754303e+01 7.9549188e-02 -6.1156122e+01 2.9572682e-09 2.4188176e-06 -2.7256189e-07
1369 7.7535921e+02 2.2572748e+01 7.9527527e-02 -6.1140577e+01 2.9527268e-09 2.4278877e-06 -2.7053602e-07
1370 7.7672102e+02 2.2390800e+01 7.9506143e-02 -6.1111684e+01 2.9481936e-09 2.4368496e-06 -2.6849022e-07
1371 7.7806545e+02 2.2208368e+01 7.9485022e-02 -6.1069462e+01 2.9436699e-09 2.4456914e-06 -2.6642477e-07
1372 7.7940762e+02 2.2025737e+01 7.9464151e-02 -6.1013929e+01 2.9391545e-09 2.4543990e-06 -2.6433970e-07
1373 7.8074035e+02 2.1842818e+01 7.9443516e-02 -6.0945176e+01 2.9346486e-09 2.4629603e-06 -2.6223525e-07
1374 7.8206391e+02 2.1659743e+01 7.9423103e-02 -6.0863293e+01 2.9301508e-09 2.4713611e-06 -2.6011145e-07
1375 7.8337111e+02 2.1476574e+01 7.9402899e-02 -6.0768295e+01 2.9256625e-09 2.4795896e-06 -2.5796859e-07
1376 7.8466965e+02 2.1293443e+01 7.9382890e-02 -6.0660194e+01 2.9211823e-09 2.4876321e-06 -2.5580671e-07
1377 7.8595977e+02 2.1110262e+01 7.9363063e-02 -6.0539152e+01 2.9167116e-09 2.4954759e-06 -2.5362603e-07
1378 7.8723430e+02 2.0927239e+01 7.9343404e-02 -6.0405179e+01 2.9122496e-09 2.5031078e-06 -2.5142667e-07
1379 7.8849348e+02 2.0744359e+01 7.9323898e-02 -6.0258359e+01 2.9077955e-09 2.5105141e-06 -2.4920871e-07
1380 7.8973015e+02 2.0561756e+01 7.9304533e-02 -6.0098626e+01 2.9033509e-09 2.5176831e-06 -2.4697241e-07
1381 7.9095940e+02 2.0379341e+01 7.9285294e-02 -5.9926211e+01 2.8989142e-09 2.5246008e-06 -2.4471785e-07
1382 7.9216662e+02 2.0197321e+01 7.9266168e-02 -5.9741044e+01 2.8944869e-09 2.5312547e-06 -2.4244522e-07
1383 7.9335206e+02 2.0015682e+01 7.9247142e-02 -5.9543206e+01 2.8900681e-09 2.5376316e-06 -2.4015465e-07
1384 7.9451596e+02 1.9834483e+01 7.9228200e-02 -5.9332848e+01 2.8856572e-09 2.5437178e-06 -2.3784622e-07
1385 7.9566598e+02 1.9653858e+01 7.9209331e-02 -5.9110122e+01 2.8812556e-09 2.5495015e-06 -2.3552020e-07
1386 7.9679495e+02 1.9473867e+01 7.9190519e-02 -5.8875251e+01 2.8768618e-09 2.5549687e-06 -2.3317665e-07
1387 7.9789567e+02 1.9294569e+01 7.9171752e-02 -5.8628236e+01 2.8724772e-09 2.5601070e-06 -2.3081578e-07
1388 7.9897581e+02 1.9116024e+01 7.9153015e-02 -5.8369374e+01 2.8681011e-09 2.5649032e-06 -2.2843770e-07
1389 8.0002816e+02 1.8938290e+01 7.9134296e-02 -5.8098736e+01 2.8637328e-09 2.5693435e-06 -2.2604251e-07
1390 8.0106039e+02 1.8761503e+01 7.9115580e-02 -5.7816467e+01 2.8593736e-09 2.5734162e-06 -2.2363046e-07
1391 8.0206530e+02 1.8585647e+01 7.9096853e-02 -5.7522788e+01 2.8550227e-09 2.5771076e-06 -2.2120165e-07
1392 8.0304311e+02 1.8410856e+01 7.9078103e-02 -5.7217690e+01 2.8506796e-09 2.5804044e-06 -2.1875620e-07
1393 8.0400148e+02 1.8237117e+01 7.9059316e-02 -5.6901393e+01 2.8463455e-09 2.5832941e-06 -2.1629431e-07
1394 8.0492578e+02 1.8064488e+01 7.9040478e-02 -5.6573961e+01 2.8420198e-09 2.5857635e-06 -2.1381611e-07
1395 8.0581622e+02 1.7893104e+01 7.9021575e-02 -5.6235609e+01 2.8377016e-09 2.5877988e-06 -2.1132168e-07
1396 8.0668045e+02 1.7722877e+01 7.9002594e-02 -5.5886327e+01 2.8333925e-09 2.5893884e-06 -2.0881129e-07
1397 8.0751868e+02 1.7554015e+01 7.8983522e-02 -5.5526402e+01 2.8290915e-09 2.5905185e-06 -2.0628502e-07
1398 8.0831627e+02 1.7386504e+01 7.8964345e-02 -5.5155823e+01 2.8247982e-09 2.5911758e-06 -2.0374300e-07
1399 8.0908829e+02 1.7220405e+01 7.8945051e-02 -5.4774946e+01 2.8205137e-09 2.5913479e-06 -2.0118543e-07
1400 8.0982009e+02 1.7055777e+01 7.8925624e-02 -5.4383908e+01 2.8162374e-09 2.5910215e-06 -1.9861242e-07
1401 8.1052672e+02 1.6892681e+01 7.8906053e-02 -5.3982913e+01 2.8119693e-09 2.5901876e-06 -1.9602419e-07
1402 8.1119358e+02 1.6731175e+01 7.8886324e-02 -5.3572013e+01 2.8077086e-09 2.5888531e-06 -1.9342108e-07
1403 8.1182832e+02 1.6571242e+01 7.8866423e-02 -5.3151549e+01 2.8034567e-09 2.5870307e-06 -1.9080363e-07
1404 8.1243117e+02 1.6413015e+01 7.8846338e-02 -5.2721643e+01 2.7992129e-09 2.5847314e-06 -1.8817225e-07
1405 8.1299494e+02 1.6256551e+01 7.8826056e-02 -5.2282412e+01 2.7949772e-09 2.5819667e-06 -1.8552739e-07
1406 8.1351985e+02 1.6101908e+01 7.8805563e-02 -5.1834050e+01 2.7907489e-09 2.5787478e-06 -1.8286947e-07
1407 8.1400613e+02 1.5948996e+01 7.8784846e-02 -5.1376821e+01 2.7865293e-09 2.5750869e-06 -1.8019899e-07
1408 8.1446142e+02 1.5798021e+01 7.8763893e-02 -5.0910767e+01 2.7823177e-09 2.5709953e-06 -1.7751637e-07
1409 8.1487109e+02 1.5648895e+01 7.8742690e-02 -5.0436153e+01 2.7781141e-09 2.5664845e-06 -1.7482206e-07
1410 8.1525020e+02 1.5501749e+01 7.8721225e-02 -4.9953168e+01 2.7739178e-09 2.5615653e-06 -1.7211648e-07
1411 8.1558412e+02 1.5356568e+01 7.8699486e-02 -4.9461924e+01 2.7697302e-09 2.5562506e-06 -1.6940015e-07
1412 8.1588047e+02 1.5213486e+01 7.8677459e-02 -4.8962757e+01 2.7655504e-09 2.5505513e-06 -1.6667349e-07
1413 8.1613203e+02 1.5072487e+01 7.8655132e-02 -4.8455705e+01 2.7613786e-09 2.5444790e-06 -1.6393693e-07
1414 8.1634644e+02 1.4933631e+01 7.8632493e-02 -4.7941251e+01 2.7572147e-09 2.5380452e-06 -1.6119094e-07
1415 8.1651645e+02 1.4796904e+01 7.8609530e-02 -4.7419430e+01 2.7530580e-09 2.5312610e-06 -1.5843593e-07
1416 8.1664969e+02 1.4662438e+01 7.8586230e-02 -4.6890576e+01 2.7489098e-09 2.5241388e-06 -1.5567241e-07
1417 8.1673893e+02 1.4530221e+01 7.8562581e-02 -4.6354872e+01 2.7447695e-09 2.5166896e-06 -1.5290079e-07
1418 8.1679178e+02 1.4400312e+01 7.8538572e-02 -4.5812648e+01 2.7406370e-09 2.5089251e-06 -1.5012154e-07
1419 8.1680099e+02 1.4272771e+01 7.8514191e-02 -4.5263937e+01 2.7365123e-09 2.5008568e-06 -1.4733508e-07
1420 8.1676673e+02 1.4147585e+01 7.8489426e-02 -4.4709145e+01 2.7323947e-09 2.4924957e-06 -1.4454186e-07
1421 8.1668920e+02 1.4024814e+01 7.8464265e-02 -4.4148451e+01 2.7282855e-09 2.4838544e-06 -1.4174237e-07
1422 8.1656855e+02 1.3904521e+01 7.8438699e-02 -4.3581962e+01 2.7241840e-09 2.4749439e-06 -1.3893704e-07
1423 8.1641238e+02 1.3786617e+01 7.8412715e-02 -4.3010004e+01 2.7200903e-09 2.4657758e-06 -1.3612632e-07
1424 8.1620600e+02 1.3671312e+01 7.8386303e-02 -4.2432682e+01 2.7160043e-09 2.4563616e-06 -1.3331064e-07
1425 8.1595700e+02 1.3558520e+01 7.8359451e-02 -4.1850324e+01 2.7119259e-09 2.4467128e-06 -1.3049048e-07
1426 8.1566553e+02 1.3448302e+01 7.8332151e-02 -4.1263180e+01 2.7078552e-09 2.4368411e-06 -1.2766626e-07
1427 8.1532431e+02 1.3340648e+01 7.8304390e-02 -4.0671354e+01 2.7037915e-09 2.4267575e-06 -1.2483844e-07
1428 8.1494091e+02 1.3235618e+01 7.8276161e-02 -4.0075096e+01 2.6997361e-09 2.4164743e-06 -1.2200748e-07
1429 8.1451549e+02 1.3133201e+01 7.8247451e-02 -3.9474806e+01 2.6956883e-09 2.4060028e-06 -1.1917382e-07
1430 8.1404818e+02 1.3033461e+01 7.8218253e-02 -3.8870510e+01 2.6916480e-09 2.3953543e-06 -1.1633791e-07
1431 8.1353168e+02 1.2936461e+01 7.8188556e-02 -3.8262606e+01 2.6876153e-09 2.3845406e-06 -1.1350021e-07
1432 8.1297355e+02 1.2842190e+01 7.8158351e-02 -3.7651196e+01 2.6835902e-09 2.3735731e-06 -1.1066115e-07
1433 8.1236649e+02 1.2750636e+01 7.8127631e-02 -3.7036601e+01 2.6795725e-09 2.3624633e-06 -1.0782119e-07
1434 8.1171804e+02 1.2661791e+01 7.8096385e-02 -3.6418996e+01 2.6755624e-09 2.3512229e-06 -1.0498078e-07
1435 8.1102090e+02 1.2575793e+01 7.8064607e-02 -3.5798703e+01 2.6715597e-09 2.3398634e-06 -1.0214037e-07
1436 8.1028260e+02 1.2492556e+01 7.8032287e-02 -3.5175895e+01 2.6675645e-09 2.3283962e-06 -9.9300401e-08
1437 8.0949582e+02 1.2412073e+01 7.7999418e-02 -3.4550894e+01 2.6635767e-09 2.3168329e-06 -9.6461331e-08
1438 8.0866067e+02 1.2334482e+01 7.7965993e-02 -3.3923798e+01 2.6595964e-09 2.3051849e-06 -9.3623595e-08
1439 8.0778466e+02 1.2259775e+01 7.7932004e-02 -3.3295003e+01 2.6556228e-09 2.2934639e-06 -9.0787655e-08
1440 8.0686790e+02 1.2187868e+01 7.7897445e-02 -3.2664606e+01 2.6516572e-09 2.2816817e-06 -8.7953970e-08
1441 8.0590303e+02 1.2118827e+01 7.7862309e-02 -3.2032928e+01 2.6476990e-09 2.2698497e-06 -8.5122979e-08
1442 8.0489015e+02 1.2052645e+01 7.7826590e-02 -3.1400141e+01 2.6437482e-09 2.2579792e-06 -8.2295131e-08
1443 8.0382934e+02 1.1989313e+01 7.7790281e-02 -3.0766490e+01 2.6398046e-09 2.2460820e-06 -7.9470875e-08
1444 8.0272808e+02 1.1928898e+01 7.7753376e-02 -3.0132296e+01 2.6358684e-09 2.2341695e-06 -7.6650661e-08
1445 8.0157904e+02 1.1871393e+01 7.7715872e-02 -2.9497656e+01 2.6319394e-09 2.2222532e-06 -7.3834938e-08
1446 8.0038227e+02 1.1816790e+01 7.7677761e-02 -2.8862815e+01 2.6280177e-09 2.2103447e-06 -7.1024155e-08
1447 7.9914525e+02 1.1765085e+01 7.7639040e-02 -2.8228167e+01 2.6241032e-09 2.1984556e-06 -6.8218762e-08
1448 7.9786062e+02 1.1716269e+01 7.7599704e-02 -2.7593735e+01 2.6201960e-09 2.1865974e-06 -6.5419208e-08
1449 7.9652843e+02 1.1670411e+01 7.7559748e-02 -2.6959987e+01 2.6162959e-09 2.1747816e-06 -6.2625943e-08
1450 7.9515615e+02 1.1627430e+01 7.7519169e-02 -2.6327019e+01 2.6124030e-09 2.1630198e-06 -5.9839415e-08
1451 7.9374382e+02 1.1587397e+01 7.7477963e-02 -2.5695150e+01 2.6085173e-09 2.1513207e-06 -5.7060024e-08
1452 7.9228402e+02 1.1550231e+01 7.7436126e-02 -2.5064612e+01 2.6046388e-09 2.1396822e-06 -5.4287974e-08
1453 7.9077676e+02 1.1516001e+01 7.7393656e-02 -2.4435638e+01 2.6007673e-09 2.1280992e-06 -5.1523415e-08
1454 7.8922949e+02 1.1484703e+01 7.7350549e-02 -2.3808459e+01 2.5969030e-09 2.1165668e-06 -4.8766501e-08
1455 7.8764218e+02 1.1456258e+01 7.7306803e-02 -2.3183233e+01 2.5930458e-09 2.1050800e-06 -4.6017385e-08
1456 7.8601485e+02 1.1430737e+01 7.7262416e-02 -2.2560118e+01 2.5891956e-09 2.0936339e-06 -4.3276219e-08
1457 7.8434747e+02 1.1408136e+01 7.7217385e-02 -2.1939419e+01 2.5853525e-09 2.0822234e-06 -4.0543155e-08
1458 7.8263261e+02 1.1388303e+01 7.7171710e-02 -2.1321295e+01 2.5815171e-09 2.0708439e-06 -3.7818350e-08
1459 7.8087767e+02 1.1371382e+01 7.7125388e-02 -2.0705904e+01 2.5776881e-09 2.0594898e-06 -3.5101949e-08
1460 7.7908264e+02 1.1357372e+01 7.7078417e-02 -2.0093553e+01 2.5738661e-09 2.0481565e-06 -3.2394107e-08
1461 7.7724747e+02 1.1346122e+01 7.7030799e-02 -1.9484327e+01 2.5700511e-09 2.0368390e-06 -2.9694979e-08
1462 7.7537216e+02 1.1337702e+01 7.6982530e-02 -1.8878533e+01 2.5662431e-09 2.0255322e-06 -2.7004715e-08
1463 7.7345665e+02 1.1332112e+01 7.6933612e-02 -1.8276330e+01 2.5624420e-09 2.0142313e-06 -2.4323470e-08
1464 7.7150090e+02 1.1329275e+01 7.6884043e-02 -1.7677877e+01 2.5586479e-09 2.0029313e-06 -2.1651395e-08
1465 7.6950488e+02 1.1329264e+01 7.6833823e-02 -1.7083335e+01 2.5548607e-09 1.9916271e-06 -1.8988644e-08
1466 7.6747596e+02 1.1332004e+01 7.6782954e-02 -1.6493088e+01 2.5510805e-09 1.9803138e-06 -1.6335368e-08
1467 7.6540666e+02 1.1337420e+01 7.6731435e-02 -1.5907146e+01 2.5473071e-09 1.9689865e-06 -1.3691720e-08
1468 7.6330436e+02 1.1345659e+01 7.6679267e-02 -1.5325819e+01 2.5435407e-09 1.9576401e-06 -1.1057853e-08
1469 7.6116157e+02 1.1356499e+01 7.6626450e-02 -1.4749269e+01 2.5397811e-09 1.9462697e-06 -8.4339189e-09
1470 7.5897822e+02 1.1370089e+01 7.6572986e-02 -1.4177584e+01 2.5360289e-09 1.9348708e-06 -5.8200724e-09
1471 7.5676911e+02 1.1386280e+01 7.6518877e-02 -1.3611075e+01 2.5322830e-09 1.9234374e-06 -3.2164624e-09
1472 7.5451930e+02 1.1405147e+01 7.6464123e-02 -1.3049829e+01 2.5285439e-09 1.9119651e-06 -6.2324353e-10
1473 7.5222872e+02 1.1426542e+01 7.6408726e-02 -1.2494086e+01 2.5248116e-09 1.9004489e-06 1.9594318e-09
1474 7.4991216e+02 1.1450615e+01 7.6352688e-02 -1.1944008e+01 2.5210862e-09 1.8888839e-06 4.5314109e-09
1475 7.4755467e+02 1.1477146e+01 7.6296012e-02 -1.1399834e+01 2.5173674e-09 1.8772650e-06 7.0925413e-09
1476 7.4517104e+02 1.1506284e+01 7.6238700e-02 -1.0861582e+01 2.5136555e-09 1.8655872e-06 9.6426703e-09
1477 7.4275373e+02 1.1537882e+01 7.6180753e-02 -1.0329565e+01 2.5099502e-09 1.8538457e-06 1.2181646e-08
1478 7.4030266e+02 1.1571869e+01 7.6122176e-02 -9.8038747e+00 2.5062523e-09 1.8420356e-06 1.4709316e-08
1479 7.3782517e+02 1.1608396e+01 7.6062970e-02 -9.2846639e+00 2.5025605e-09 1.8301515e-06 1.7225526e-08
1480 7.3531374e+02 1.1647244e+01 7.6003139e-02 -8.7721370e+00 2.4988754e-09 1.8181887e-06 1.9730125e-08
1481 7.3277568e+02 1.1688562e+01 7.5942686e-02 -8.2664399e+00 2.4951970e-09 1.8061422e-06 2.2222959e-08
1482 7.3020347e+02 1.1732134e+01 7.5881615e-02 -7.7677267e+00 2.4915252e-09 1.7940071e-06 2.4703876e-08
1483 7.2760444e+02 1.1778035e+01 7.5819928e-02 -7.2761223e+00 2.4878606e-09 1.7817787e-06 2.7172731e-08
1484 7.2498590e+02 1.1826196e+01 7.5757631e-02 -6.7917823e+00 2.4842021e-09 1.7694513e-06 2.9629358e-08
1485 7.2233289e+02 1.1876621e+01 7.5694727e-02 -6.3148479e+00 2.4805502e-09 1.7570203e-06 3.2073611e-08
1486 7.1966015e+02 1.1929166e+01 7.5631221e-02 -5.8454465e+00 2.4769049e-09 1.7444808e-06 3.4505337e-08
1487 7.1695271e+02 1.1983910e+01 7.5567116e-02 -5.3837431e+00 2.4732662e-09 1.7318277e-06 3.6924383e-08
1488 7.1422530e+02 1.2040784e+01 7.5502417e-02 -4.9298592e+00 2.4696346e-09 1.7190563e-06 3.9330602e-08
1489 7.1147781e+02 1.2099718e+01 7.5437130e-02 -4.4839317e+00 2.4660090e-09 1.7061612e-06 4.1723832e-08
1490 7.0869897e+02 1.2160718e+01 7.5371259e-02 -4.0460785e+00 2.4623899e-09 1.6931377e-06 4.4103925e-08
1491 7.0589980e+02 1.2223641e+01 7.5304809e-02 -3.6164196e+00 2.4587773e-09 1.6799808e-06 4.6470728e-08
1492 7.0307868e+02 1.2288567e+01 7.5237786e-02 -3.1950775e+00 2.4551712e-09 1.6666855e-06 4.8824089e-08
1493 7.0023623e+02 1.2355428e+01 7.5170196e-02 -2.7821843e+00 2.4515722e-09 1.6532472e-06 5.1163867e-08
1494 6.9737232e+02 1.2424081e+01 7.5102044e-02 -2.3778561e+00 2.4479791e-09 1.6396601e-06 5.3489886e-08
1495 6.9448830e+02 1.2494608e+01 7.5033337e-02 -1.9822127e+00 2.4443924e-09 1.6259197e-06 5.5802005e-08
1496 6.9158477e+02 1.2566942e+01 7.4964080e-02 -1.5953600e+00 2.4408121e-09 1.6120211e-06 5.8100071e-08
1497 6.8866309e+02 1.2640939e+01 7.4894280e-02 -1.2173676e+00 2.4372389e-09 1.5979594e-06 6.0383940e-08
1498 6.8572312e+02 1.2716683e+01 7.4823944e-02 -8.4833585e-01 2.4336714e-09 1.5837292e-06 6.2653444e-08
1499 6.8276619e+02 1.2794031e+01 7.4753078e-02 -4.8835102e-01 2.4301104e-09 1.5693259e-06 6.4908437e-08
1500 6.7979291e+02 1.2872992e+01 7.4681690e-02 -1.3750786e-01 2.4265557e-09 1.5547443e-06 6.7148768e-08
1501 6.7680387e+02 1.2953499e+01 7.4609786e-02 2.0409860e-01 2.4230079e-09 1.5399828e-06 6.9374283e-08
1502 6.7380110e+02 1.3035488e+01 7.4537375e-02 5.3639727e-01 2.4194659e-09 1.5250492e-06 7.1584709e-08
1503 6.7078366e+02 1.3118971e+01 7.4464463e-02 8.5930185e-01 2.4159302e-09 1.5099556e-06 7.3779803e-08
1504 6.6775283e+02 1.3203809e+01 7.4391059e-02 1.1727697e+00 2.4124014e-09 1.4947137e-06 7.5959318e-08
1505 6.6470990e+02 1.3290088e+01 7.4317171e-02 1.4767274e+00 2.4088784e-09 1.4793346e-06 7.8122978e-08
1506 6.6165464e+02 1.3377597e+01 7.4242806e-02 1.7711079e+00 2.4053616e-09 1.4638301e-06 8.0270533e-08
1507 6.5858761e+02 1.3466422e+01 7.4167975e-02 2.0558435e+00 2.4018511e-09 1.4482117e-06 8.2401726e-08
1508 6.5551007e+02 1.3556501e+01 7.4092684e-02 2.3308501e+00 2.3983474e-09 1.4324913e-06 8.4516319e-08
1509 6.5242255e+02 1.3647696e+01 7.4016942e-02 2.5961693e+00 2.3948494e-09 1.4166798e-06 8.6614014e-08
1510 6.4932559e+02 1.3740019e+01 7.3940760e-02 2.8516112e+00 2.3913576e-09 1.4007890e-06 8.8694574e-08
